"id" "sex" "dead" "cens" "xli" "xti" "loc" "potEm" "im" "unsex" "outMigr"
977 "m" 0 0 0.31 0 "s" 1 0 0 0
978 "m" 0 0 0.28 0 "s" 1 0 0 0
979 "m" 0 0 5.46 4.22 "s" 0 1 0 0
980 "m" 0 0 0.51 0 "s" 1 0 0 0
981 "m" 0 0 1.14 0 "s" 1 0 0 0
982 "m" 0 0 0.15 0 "s" 1 0 0 0
983 "m" 0 0 0.15 0 "s" 1 0 0 0
984 "m" 0 0 0.54 0 "s" 1 0 0 0
985 "m" 0 0 0.32 0 "s" 1 0 0 0
986 "m" 0 0 4.17 0 "s" 1 0 0 0
987 "m" 0 0 4.88 0 "s" 1 0 0 0
988 "m" 0 0 0.33 0 "s" 1 0 0 0
989 "m" 0 0 0.66 0 "s" 1 0 0 0
990 "m" 0 0 2.75 0 "s" 1 0 0 0
991 "m" 0 0 3.13 0 "s" 1 0 0 0
992 "m" 0 0 0.75 0 "s" 1 0 0 0
993 "m" 0 0 0.29 0 "s" 1 0 0 0
994 "m" 0 0 1.59 0 "s" 1 0 0 0
995 "m" 0 0 1.6 0 "s" 1 0 0 0
996 "m" 0 0 0.36 0 "s" 1 0 0 0
997 "m" 0 0 0.15 0 "s" 1 0 0 0
998 "m" 0 1 2.92 0 "s" 0 0 0 0
999 "m" 0 0 2.18 0 "s" 1 0 0 1
1000 "m" 0 0 1.88 0 "s" 1 0 0 1
1001 "m" 0 0 7.98 4.28 "s" 0 1 0 1
1002 "m" 0 0 6.48 6.05 "s" 0 1 0 0
1003 "m" 0 0 4.2 3.75 "s" 0 1 0 1
1004 "m" 0 0 4.2 3.73 "s" 0 1 0 0
1005 "m" 0 0 4.2 3.75 "s" 0 1 0 1
1006 "m" 0 0 1.25 0 "s" 1 0 0 1
1007 "m" 0 0 1.59 0 "s" 1 0 0 1
1008 "m" 0 0 5.38 0 "s" 1 0 0 0
1009 "m" 0 0 2.35 0 "s" 1 0 0 0
1010 "m" 0 0 1.75 0 "s" 1 0 0 1
1011 "m" 0 0 5.39 0 "s" 1 0 0 0
1012 "m" 0 0 11.21 0 "s" 1 0 0 0
1013 "m" 0 0 3.54 0 "s" 1 0 0 0
1014 "m" 0 0 11.86 0 "s" 1 0 0 0
1015 "m" 0 0 8.53 0 "s" 1 0 0 0
1016 "m" 0 0 0.19 0 "s" 1 0 0 0
1017 "m" 0 0 0.04 0 "s" 1 0 0 0
1018 "m" 0 0 0.94 0 "s" 1 0 0 0
1019 "m" 0 0 6.01 0 "s" 1 0 0 0
1020 "m" 0 0 5.46 0 "s" 1 0 0 0
1021 "m" 0 0 4.77 0 "s" 1 0 0 1
1022 "m" 0 0 4.64 0 "s" 1 0 0 1
1023 "m" 0 0 0.84 0 "s" 1 0 0 0
1024 "m" 0 0 0.33 0 "s" 1 0 0 0
1025 "m" 0 0 1.35 0 "s" 1 0 0 0
1026 "m" 0 0 0.42 0 "s" 1 0 0 0
1027 "m" 0 0 0.33 0 "s" 1 0 0 0
1028 "m" 0 0 0.15 0 "s" 1 0 0 0
1029 "m" 0 0 3.39 0 "s" 1 0 0 0
1030 "m" 0 0 1 0 "s" 1 0 0 0
1031 "m" 0 0 0.75 0 "s" 1 0 0 0
1032 "m" 0 0 0.75 0 "s" 1 0 0 0
1033 "m" 0 0 1.43 0 "s" 1 0 0 0
1034 "m" 0 0 4.05 0 "s" 1 0 0 1
1035 "m" 0 0 4.05 0 "s" 1 0 0 1
1036 "m" 0 0 0.36 0 "s" 1 0 0 0
1037 "m" 0 0 0.36 0 "s" 1 0 0 0
1038 "m" 0 0 0.36 0 "s" 1 0 0 0
1039 "m" 0 0 0.18 0 "s" 1 0 0 0
1040 "m" 0 0 0.18 0 "s" 1 0 0 0
1041 "m" 0 0 0.18 0 "s" 1 0 0 0
1042 "m" 0 0 0.21 0 "s" 1 0 0 0
1043 "m" 0 0 0.31 0 "s" 1 0 0 0
1044 "m" 0 0 0.24 0 "s" 1 0 0 0
1045 "m" 0 0 2.26 0 "s" 1 0 0 1
1046 "m" 0 0 1.35 0 "s" 1 0 0 0
1047 "m" 0 0 0.41 0 "s" 1 0 0 0
1048 "m" 0 0 0.46 0 "s" 1 0 0 0
1049 "m" 0 0 0.31 0 "s" 1 0 0 0
1050 "m" 0 0 2.58 0 "s" 1 0 0 0
1051 "m" 0 0 0.17 0 "s" 1 0 0 0
1052 "m" 0 0 2.79 0 "s" 1 0 0 0
1053 "m" 0 0 1.31 0 "s" 1 0 0 0
1054 "m" 0 0 0.94 0 "s" 1 0 0 0
1055 "m" 0 0 1.2 0 "s" 1 0 0 0
1056 "m" 0 0 7.41 0 "s" 1 0 0 0
1057 "m" 0 0 5.67 0 "s" 1 0 0 0
1058 "m" 0 0 2.47 0 "s" 1 0 0 1
1059 "m" 0 0 7.81 5.71 "s" 0 1 0 0
1060 "m" 0 0 0.57 0 "s" 1 0 0 0
1061 "m" 0 1 3.05 0 "s" 0 0 0 0
1062 "m" 0 0 0.55 0 "s" 1 0 0 0
1063 "m" 0 1 1.56 0 "s" 0 0 0 0
1064 "m" 0 1 1.56 0 "s" 0 0 0 0
1065 "m" 0 1 1.56 0 "s" 0 0 0 0
1066 "m" 0 1 1.56 0 "s" 0 0 0 0
1067 "m" 0 1 1.56 0 "s" 0 0 0 0
1068 "m" 0 1 1.33 0 "s" 0 0 0 0
1069 "m" 0 0 2.43 0 "s" 1 0 0 0
1070 "m" 0 1 1.33 0 "s" 0 0 0 0
1071 "m" 0 1 1.33 0 "s" 0 0 0 0
1072 "m" 0 1 1.33 0 "s" 0 0 0 0
1073 "m" 0 1 0.99 0 "s" 0 0 0 0
1074 "m" 0 1 0.36 0 "s" 0 0 0 0
1075 "m" 0 1 0.36 0 "s" 0 0 0 0
1076 "m" 0 0 0.56 0 "s" 1 0 0 0
1077 "m" 0 1 3.38 0 "s" 0 0 0 0
1078 "m" 0 0 0.77 0 "s" 1 0 0 0
1079 "m" 0 1 3.38 0 "s" 0 0 0 0
1080 "m" 0 0 4.01 0 "s" 1 0 0 0
1081 "m" 0 0 2.75 0 "s" 1 0 0 0
1082 "m" 0 0 0.31 0 "s" 1 0 0 0
1083 "m" 0 0 0.42 0 "s" 1 0 0 0
1084 "m" 0 0 0.2 0 "s" 1 0 0 0
1085 "m" 0 0 0.17 0 "s" 1 0 0 0
1086 "m" 0 0 0.17 0 "s" 1 0 0 0
1087 "m" 0 0 2.06 0 "s" 1 0 0 0
1088 "m" 0 0 2.19 0 "s" 1 0 0 0
1089 "m" 0 0 0.33 0 "s" 1 0 0 0
1090 "m" 0 0 3.12 0 "s" 1 0 0 0
1091 "m" 0 0 2.11 0 "s" 1 0 0 1
1092 "m" 0 0 2.11 0 "s" 1 0 0 1
1093 "m" 0 0 2.11 0 "s" 1 0 0 1
1094 "m" 0 0 0.21 0 "s" 1 0 0 0
1095 "m" 0 0 12.29 3.87 "s" 0 1 0 0
1096 "m" 0 0 12.45 3.07 "s" 0 1 0 0
1097 "m" 0 0 0.25 0 "s" 1 0 0 0
1098 "m" 0 0 0.25 0 "s" 1 0 0 0
1099 "m" 0 0 0.44 0 "s" 1 0 0 0
1100 "m" 0 0 2.7 0.75 "s" 0 1 0 0
1101 "m" 0 0 2.7 0 "s" 1 0 0 1
1102 "m" 0 0 2.7 0 "s" 1 0 0 1
1103 "m" 0 0 2.7 0 "s" 1 0 0 1
1104 "m" 0 0 0.1 0 "s" 1 0 0 0
1105 "m" 0 0 0.1 0 "s" 1 0 0 0
1106 "m" 0 0 0.1 0 "s" 1 0 0 0
1107 "m" 0 0 7.18 6.21 "s" 0 1 0 0
1108 "m" 0 0 6.34 5.17 "s" 0 1 0 1
1109 "m" 0 0 5.18 5.17 "s" 0 1 0 0
1110 "m" 0 0 6.34 5.17 "s" 0 1 0 1
1111 "m" 0 0 0.16 0 "s" 1 0 0 0
1112 "m" 0 0 3.05 0 "s" 1 0 0 0
1113 "m" 0 0 0.41 0 "s" 1 0 0 0
1114 "m" 0 0 0.41 0 "s" 1 0 0 0
1115 "m" 0 0 0.33 0 "s" 1 0 0 0
1116 "m" 0 0 0.33 0 "s" 1 0 0 0
1117 "m" 0 0 8.05 7.78 "s" 0 1 0 0
1118 "m" 0 0 3.47 3.46 "s" 0 1 0 0
1119 "m" 0 1 6.09 4.82 "s" 0 1 0 0
1120 "m" 0 0 0.19 0 "s" 1 0 0 0
1121 "m" 0 0 0.19 0 "s" 1 0 0 0
1122 "m" 0 0 3.78 0 "s" 1 0 0 0
1123 "m" 0 0 1.9 0 "s" 1 0 0 1
1124 "m" 0 0 1.9 0 "s" 1 0 0 1
1125 "m" 0 0 7.66 0 "s" 1 0 0 0
1126 "m" 0 0 6.98 0 "s" 1 0 0 0
1127 "m" 0 0 1.1 0 "s" 1 0 0 0
1128 "m" 0 0 0.23 0 "s" 1 0 0 0
1129 "m" 0 0 2.57 0 "s" 1 0 0 0
1130 "m" 0 0 0.26 0 "s" 1 0 0 0
1131 "m" 0 0 2.07 0 "s" 1 0 0 1
1132 "m" 0 0 0.41 0 "s" 1 0 0 0
1133 "m" 0 0 7.38 0 "s" 1 0 0 0
1134 "m" 0 0 8.3 0 "s" 1 0 0 0
1135 "m" 0 0 1.93 0 "s" 1 0 0 1
1136 "m" 0 0 0.41 0 "s" 1 0 0 0
1137 "m" 0 0 4.74 0 "s" 1 0 0 1
1138 "m" 0 0 4.02 0 "s" 1 0 0 1
1139 "m" 0 0 3.89 0 "s" 1 0 0 0
1140 "m" 0 1 7.38 0 "s" 0 0 0 0
1141 "m" 0 0 0.33 0 "s" 1 0 0 0
1142 "m" 0 0 0.21 0 "s" 1 0 0 0
1143 "m" 0 0 0.24 0 "s" 1 0 0 0
1144 "m" 0 0 0.21 0 "s" 1 0 0 0
1145 "m" 0 0 0.17 0 "s" 1 0 0 0
1146 "m" 0 0 0.17 0 "s" 1 0 0 0
1147 "m" 0 0 0.17 0 "s" 1 0 0 0
1148 "m" 0 0 0.25 0 "s" 1 0 0 0
1149 "m" 0 0 0.36 0 "s" 1 0 0 0
1150 "m" 0 0 1.91 0 "s" 1 0 0 1
1151 "m" 0 0 1.91 0 "s" 1 0 0 1
1152 "m" 0 0 1.91 0 "s" 1 0 0 1
1153 "m" 0 0 13.06 4.62 "s" 0 1 0 1
1154 "m" 0 0 7.05 5.75 "s" 0 1 0 0
1155 "m" 0 0 5.78 5.1 "s" 0 1 0 0
1156 "m" 0 0 6.8 5.1 "s" 0 1 0 0
1157 "m" 0 0 6.64 5.1 "s" 0 1 0 0
1158 "m" 0 0 7.9 7.1 "s" 0 1 0 0
1159 "m" 0 0 5.9 5.1 "s" 0 1 0 0
1160 "m" 0 0 4.14 2.5 "s" 0 1 0 1
1161 "m" 0 0 3.14 1.5 "s" 0 1 0 1
1162 "m" 0 0 3.14 1.5 "s" 0 1 0 1
1163 "m" 0 0 2.69 1.04 "s" 0 1 0 1
1164 "m" 0 0 1.32 0 "s" 1 0 0 1
1165 "m" 0 0 1.31 0 "s" 1 0 0 1
1166 "m" 0 0 1.31 0 "s" 1 0 0 1
1167 "m" 0 0 1.31 0 "s" 1 0 0 1
1168 "m" 0 0 7.8 0 "s" 1 0 0 1
1169 "m" 0 0 7.86 0 "s" 1 0 0 1
1170 "m" 0 0 1.91 0 "s" 1 0 0 0
1171 "m" 0 0 5.15 0 "s" 1 0 0 0
1172 "m" 0 0 0.85 0 "s" 1 0 0 0
1173 "m" 0 0 2.24 0 "s" 1 0 0 0
1174 "m" 0 0 2.78 0 "s" 1 0 0 1
1175 "m" 0 0 2.78 0 "s" 1 0 0 1
1176 "m" 0 0 0.6 0 "s" 1 0 0 0
1177 "m" 0 0 1.93 0 "s" 1 0 0 0
1178 "m" 0 0 2.76 0 "s" 1 0 0 0
1179 "m" 0 0 1.62 0 "s" 1 0 0 0
1180 "m" 0 0 0.77 0 "s" 1 0 0 0
1181 "m" 0 0 2.91 0 "s" 1 0 0 0
1182 "m" 0 0 0.89 0 "s" 1 0 0 0
1183 "m" 0 0 0.91 0 "s" 1 0 0 0
1184 "m" 0 0 0.8 0 "s" 1 0 0 0
1185 "m" 0 0 0.8 0 "s" 1 0 0 0
1186 "m" 0 0 0.8 0 "s" 1 0 0 0
1187 "m" 0 0 0.84 0 "s" 1 0 0 0
1188 "m" 0 0 0.03 0 "s" 1 0 0 0
1189 "m" 0 0 3.12 0 "s" 1 0 0 1
1190 "m" 0 0 3.12 0 "s" 1 0 0 1
1191 "m" 0 0 3.12 0 "s" 1 0 0 1
1192 "m" 0 0 3.01 0 "s" 1 0 0 0
1193 "m" 0 0 1.05 0 "s" 1 0 0 0
1194 "m" 0 0 2.98 0 "s" 1 0 0 0
1195 "m" 0 0 0.19 0 "s" 1 0 0 0
1196 "m" 0 0 3.03 0 "s" 1 0 0 0
1197 "m" 0 0 0.42 0 "s" 1 0 0 0
1198 "m" 0 0 0.42 0 "s" 1 0 0 0
1199 "m" 0 0 0.84 0 "s" 1 0 0 0
1200 "m" 0 0 0.84 0 "s" 1 0 0 0
1201 "m" 0 0 1.97 0 "s" 1 0 0 0
1202 "m" 0 0 0.84 0 "s" 1 0 0 0
1203 "m" 0 0 0.33 0 "s" 1 0 0 0
1204 "m" 0 0 0.33 0 "s" 1 0 0 0
1205 "m" 0 0 2.98 2.5 "s" 0 1 0 0
1206 "m" 0 0 7.56 5.37 "s" 0 1 0 1
1207 "m" 0 0 3 0 "s" 1 0 0 0
1208 "m" 0 0 6.2 0 "s" 1 0 0 0
1209 "m" 0 0 2.63 0 "s" 1 0 0 1
1210 "m" 0 0 3.89 0 "s" 1 0 0 1
1211 "m" 0 0 3.89 0 "s" 1 0 0 1
1212 "m" 0 0 3.89 0 "s" 1 0 0 1
1213 "m" 0 0 3.89 0 "s" 1 0 0 1
1214 "m" 0 0 3.89 0 "s" 1 0 0 1
1215 "m" 0 0 3.89 0 "s" 1 0 0 1
1216 "m" 0 0 2.63 0 "s" 1 0 0 1
1217 "m" 0 0 2.63 0 "s" 1 0 0 1
1218 "m" 0 0 1.26 0 "s" 1 0 0 1
1219 "m" 0 0 1.26 0 "s" 1 0 0 1
1220 "m" 0 0 1.18 0 "s" 1 0 0 1
1221 "m" 0 0 1.43 0 "s" 1 0 0 1
1222 "m" 0 0 0.95 0 "s" 1 0 0 0
1223 "m" 0 0 0.95 0 "s" 1 0 0 0
1224 "m" 0 0 0.3 0 "s" 1 0 0 0
1225 "m" 0 0 0.73 0 "s" 1 0 0 0
1226 "m" 0 0 0.73 0 "s" 1 0 0 0
1227 "m" 0 0 0.73 0 "s" 1 0 0 0
1228 "m" 0 0 0.73 0 "s" 1 0 0 0
1229 "m" 0 0 10.38 10.03 "s" 0 1 0 0
1230 "m" 0 0 11.53 8.67 "s" 0 1 0 0
1231 "m" 0 0 10.47 10.42 "s" 0 1 0 1
1232 "m" 0 0 10.47 10.42 "s" 0 1 0 1
1233 "m" 0 0 0.55 0 "s" 1 0 0 0
1234 "m" 0 0 11.21 6.07 "s" 0 1 0 1
1235 "m" 0 0 9.43 4.71 "s" 0 1 0 0
1236 "m" 0 0 8.05 3.95 "s" 0 1 0 0
1237 "m" 0 0 8.01 5.4 "s" 0 1 0 0
1238 "m" 0 0 10.57 5 "s" 0 1 0 1
1239 "m" 0 0 10.57 5 "s" 0 1 0 1
1240 "m" 0 0 11.06 5 "s" 0 1 0 0
1241 "m" 0 0 4.18 4.16 "s" 0 1 0 0
1242 "m" 0 0 4.82 2.71 "s" 0 1 0 0
1243 "m" 0 0 4.55 2.95 "s" 0 1 0 0
1244 "m" 0 0 9.9 9.32 "s" 0 1 0 0
1245 "m" 0 0 0.29 0 "s" 1 0 0 0
1246 "m" 0 0 1.07 0 "s" 1 0 0 0
1247 "m" 0 0 0.34 0 "s" 1 0 0 0
1248 "m" 0 0 0.38 0 "s" 1 0 0 0
1249 "m" 0 0 9.77 9.25 "s" 0 1 0 0
1250 "m" 0 0 5.55 4.05 "s" 0 1 0 0
1251 "m" 0 0 14.33 6.44 "s" 0 1 0 1
1252 "m" 0 0 3.66 0 "s" 1 0 0 0
1253 "m" 0 0 11.76 6.21 "s" 0 1 0 0
1254 "m" 0 0 0.28 0 "s" 1 0 0 0
1255 "m" 0 0 12.22 2 "s" 0 1 0 0
1256 "m" 0 0 10.07 2 "s" 0 1 0 1
1257 "m" 0 0 1.39 0 "s" 1 0 0 0
1258 "m" 0 0 10.07 2 "s" 0 1 0 1
1259 "m" 0 0 2.36 0 "s" 1 0 0 1
1260 "m" 0 0 5.26 2 "s" 0 1 0 0
1261 "m" 0 0 3.65 1.04 "s" 0 1 0 0
1262 "m" 0 0 2.11 0 "s" 1 0 0 1
1263 "m" 0 0 10.07 2 "s" 0 1 0 1
1264 "m" 0 0 1.92 0 "s" 1 0 0 0
1265 "m" 0 0 1.05 0 "s" 1 0 0 1
1266 "m" 0 0 1.05 0 "s" 1 0 0 1
1267 "m" 0 0 1.05 0 "s" 1 0 0 1
1268 "m" 0 0 2.79 0 "s" 1 0 0 1
1269 "m" 0 0 1.88 0 "s" 1 0 0 1
1270 "m" 0 0 0.26 0 "s" 1 0 0 0
1271 "m" 0 0 2.68 0 "s" 1 0 0 1
1272 "m" 0 0 1.92 0 "s" 1 0 0 0
1273 "m" 0 0 0.16 0 "s" 1 0 0 0
1274 "m" 0 0 0.16 0 "s" 1 0 0 0
1275 "m" 0 0 1.1 0 "s" 1 0 0 0
1276 "m" 0 0 0.18 0 "s" 1 0 0 0
1277 "m" 0 0 0.18 0 "s" 1 0 0 0
1278 "m" 0 1 4.42 0 "s" 0 0 0 0
1279 "m" 0 0 2.53 0 "s" 1 0 0 0
1280 "m" 0 1 4.17 0 "s" 0 0 0 0
1281 "m" 0 1 2.32 0 "s" 0 0 0 0
1282 "m" 0 0 2.19 0 "s" 1 0 0 1
1283 "m" 0 0 2.19 0 "s" 1 0 0 1
1284 "m" 0 0 0.85 0 "s" 1 0 0 0
1285 "m" 0 0 9.7 0 "s" 1 0 0 0
1286 "m" 0 0 0.57 0 "s" 1 0 0 0
1287 "m" 0 0 0.51 0 "s" 1 0 0 0
1288 "m" 0 0 0.12 0 "s" 1 0 0 0
1289 "m" 0 0 0.3 0 "s" 1 0 0 0
1290 "m" 0 0 0.42 0 "s" 1 0 0 0
1291 "m" 0 0 2.25 0 "s" 1 0 0 0
1292 "m" 0 0 0.09 0 "s" 1 0 0 0
1293 "m" 0 0 0.91 0 "s" 1 0 0 0
1294 "m" 0 0 0.77 0 "s" 1 0 0 0
1295 "m" 0 0 2.83 0 "s" 1 0 0 0
1296 "m" 0 0 1.19 0 "s" 1 0 0 0
1297 "m" 0 0 0.5 0 "s" 1 0 0 0
1298 "m" 0 0 0.42 0 "s" 1 0 0 0
1299 "m" 0 0 0.42 0 "s" 1 0 0 0
1300 "m" 0 0 0.21 0 "s" 1 0 0 0
1301 "m" 0 0 9.44 0 "s" 1 0 0 1
1302 "m" 0 0 0.82 0 "s" 1 0 0 0
1303 "m" 0 0 3.07 0 "s" 1 0 0 1
1304 "m" 0 0 2.77 0 "s" 1 0 0 1
1305 "m" 0 0 1.36 0 "s" 1 0 0 0
1306 "m" 0 0 0.64 0 "s" 1 0 0 0
1307 "m" 0 0 0.45 0 "s" 1 0 0 0
1308 "m" 0 0 0.77 0 "s" 1 0 0 0
1309 "m" 0 1 14.63 0 "s" 0 0 0 0
1310 "m" 0 0 2.34 0 "s" 1 0 0 0
1311 "m" 0 0 1.26 0 "s" 1 0 0 0
1312 "m" 0 0 3.93 0 "s" 1 0 0 0
1313 "m" 0 0 8.06 0 "s" 1 0 0 0
1314 "m" 0 0 0.76 0 "s" 1 0 0 0
1315 "m" 0 0 0.44 0 "s" 1 0 0 0
1316 "m" 0 0 9.39 0 "s" 1 0 0 0
1317 "m" 0 0 10.67 0 "s" 1 0 0 0
1318 "m" 0 0 10.1 0 "s" 1 0 0 0
1319 "m" 0 0 4.4 0 "s" 1 0 0 0
1320 "m" 0 0 4.22 0 "s" 1 0 0 0
1321 "m" 0 0 0.44 0 "s" 1 0 0 0
1322 "m" 0 0 0.24 0 "s" 1 0 0 0
1323 "m" 0 0 3.82 0 "s" 1 0 0 0
1324 "m" 0 0 9.3 0 "s" 1 0 0 0
1325 "m" 0 0 0.63 0 "s" 1 0 0 0
1326 "m" 0 0 0.63 0 "s" 1 0 0 0
1327 "m" 0 0 0.23 0 "s" 1 0 0 0
1328 "m" 0 0 0.23 0 "s" 1 0 0 0
1329 "m" 0 0 5.98 3.5 "s" 0 1 0 0
1330 "m" 0 0 10.76 7 "s" 0 1 0 0
1331 "m" 0 0 11.67 7.52 "s" 0 1 0 0
1332 "m" 0 0 4.36 3.89 "s" 0 1 0 0
1333 "m" 0 1 2.16 0 "s" 0 0 0 0
1334 "m" 0 1 2.16 0 "s" 0 0 0 0
1335 "m" 0 1 1.96 0 "s" 0 0 0 0
1336 "m" 0 0 8.79 6.07 "s" 0 1 0 0
1337 "m" 0 0 1.79 0 "s" 1 0 0 1
1338 "m" 0 0 1.79 0 "s" 1 0 0 1
1339 "m" 0 0 1.79 0 "s" 1 0 0 1
1340 "m" 0 0 1.04 0 "s" 1 0 0 1
1341 "m" 0 0 10.35 3.41 "s" 0 1 0 0
1342 "m" 0 0 7.41 6.31 "s" 0 1 0 1
1343 "m" 0 0 10 7.82 "s" 0 1 0 0
1344 "m" 0 0 11.42 1.84 "s" 0 1 0 0
1345 "m" 0 0 1.88 0 "s" 1 0 0 0
1346 "m" 0 0 2.38 2 "s" 0 1 0 0
1347 "m" 0 0 0.04 0 "s" 1 0 0 0
1348 "m" 0 0 1.98 0 "s" 1 0 0 0
1349 "m" 0 0 0.81 0 "s" 1 0 0 0
1350 "m" 0 0 0.05 0 "s" 1 0 0 0
1351 "m" 0 0 0.2 0 "s" 1 0 0 0
1352 "m" 0 0 0.25 0 "s" 1 0 0 0
1353 "m" 0 0 0.21 0 "s" 1 0 0 0
1354 "m" 0 0 1.07 0 "s" 1 0 0 0
1355 "m" 0 0 1.3 0 "s" 1 0 0 0
1356 "m" 0 0 0.66 0 "s" 1 0 0 0
1357 "m" 0 0 0.66 0 "s" 1 0 0 0
1358 "m" 0 0 0.14 0 "s" 1 0 0 0
1359 "m" 0 0 0.73 0 "s" 1 0 0 0
1360 "m" 0 0 0.4 0 "s" 1 0 0 0
1361 "m" 0 0 1.35 0 "s" 1 0 0 1
1362 "m" 0 0 1.35 0 "s" 1 0 0 1
1363 "m" 0 0 0.13 0 "s" 1 0 0 0
1364 "m" 0 0 0.18 0 "s" 1 0 0 0
1365 "m" 0 0 0.33 0 "s" 1 0 0 0
1366 "m" 0 0 0.62 0 "s" 1 0 0 0
1367 "m" 0 0 0.51 0 "s" 1 0 0 0
1368 "m" 0 0 0.51 0 "s" 1 0 0 0
1369 "m" 0 0 0.46 0 "s" 1 0 0 0
1370 "m" 0 0 0.46 0 "s" 1 0 0 0
1371 "m" 0 0 0.42 0 "s" 1 0 0 0
1372 "m" 0 0 2.36 0 "s" 1 0 0 0
1373 "m" 0 0 4.58 0 "s" 1 0 0 1
1374 "m" 0 0 2.59 0 "s" 1 0 0 0
1375 "m" 0 0 1.28 0 "s" 1 0 0 0
1376 "m" 0 0 1.03 0 "s" 1 0 0 0
1377 "m" 0 0 0.65 0 "s" 1 0 0 0
1378 "m" 0 0 0.62 0 "s" 1 0 0 0
1379 "m" 0 0 0.62 0 "s" 1 0 0 0
1380 "m" 0 0 0.3 0 "s" 1 0 0 0
1381 "m" 0 0 0.3 0 "s" 1 0 0 0
1382 "m" 0 0 0.03 0 "s" 1 0 0 0
1383 "m" 0 1 4.32 0 "s" 0 0 0 0
1384 "m" 0 0 0.39 0 "s" 1 0 0 0
1385 "m" 0 0 0.28 0 "s" 1 0 0 0
1386 "m" 0 0 0.25 0 "s" 1 0 0 0
1387 "m" 0 1 4.32 0 "s" 0 0 0 0
1388 "m" 0 1 4.32 0 "s" 0 0 0 0
1389 "m" 0 0 0.35 0 "s" 1 0 0 0
1390 "m" 0 0 0.9 0 "s" 1 0 0 0
1391 "m" 0 0 0.39 0 "s" 1 0 0 0
1392 "m" 0 0 0.24 0 "s" 1 0 0 0
1393 "m" 0 0 0.24 0 "s" 1 0 0 0
1394 "m" 0 0 6.44 0 "s" 1 0 0 0
1395 "m" 0 0 0.18 0 "s" 1 0 0 0
1396 "m" 0 0 0.18 0 "s" 1 0 0 0
1397 "m" 0 1 2.38 0 "s" 0 0 0 0
1398 "m" 0 0 6.63 0 "s" 1 0 0 0
1399 "m" 0 1 2.38 0 "s" 0 0 0 0
1400 "m" 0 1 2.08 0 "s" 0 0 0 0
1401 "m" 0 0 3.23 0 "s" 1 0 0 0
1402 "m" 0 0 1.35 0 "s" 1 0 0 0
1403 "m" 0 0 1.1 0 "s" 1 0 0 0
1404 "m" 0 0 1.5 0 "s" 1 0 0 0
1405 "m" 0 0 0.89 0 "s" 1 0 0 0
1406 "m" 0 0 0.35 0 "s" 1 0 0 0
1407 "m" 0 0 0.24 0 "s" 1 0 0 0
1408 "m" 0 0 2.4 0 "s" 1 0 0 1
1409 "m" 0 0 2.4 0 "s" 1 0 0 1
1410 "m" 0 0 1.95 0 "s" 1 0 0 1
1411 "m" 0 0 1.95 0 "s" 1 0 0 1
1412 "m" 0 0 1.95 0 "s" 1 0 0 1
1413 "m" 0 0 10.9 0 "s" 1 0 0 0
1414 "m" 0 0 8.84 0 "s" 1 0 0 0
1415 "m" 0 0 2.55 0 "s" 1 0 0 1
1416 "m" 0 0 2.55 0 "s" 1 0 0 1
1417 "m" 0 0 2.55 0 "s" 1 0 0 1
1418 "m" 0 0 2.55 0 "s" 1 0 0 1
1419 "m" 0 0 1.22 0 "s" 1 0 0 1
1420 "m" 0 0 1.22 0 "s" 1 0 0 1
1421 "m" 0 0 1.22 0 "s" 1 0 0 1
1422 "m" 0 0 0.34 0 "s" 1 0 0 0
1423 "m" 0 0 4.92 0 "s" 1 0 0 0
1424 "m" 0 0 0.22 0 "s" 1 0 0 0
1425 "m" 0 0 3.89 0 "s" 1 0 0 0
1426 "m" 0 0 7.58 0 "s" 1 0 0 0
1427 "m" 0 0 1.04 0 "s" 1 0 0 0
1428 "m" 0 0 7.82 0 "s" 1 0 0 0
1429 "m" 0 1 9.13 0 "s" 0 0 0 0
1430 "m" 0 1 9.13 0 "s" 0 0 0 0
1431 "m" 0 0 0.81 0 "s" 1 0 0 0
1432 "m" 0 0 0.73 0 "s" 1 0 0 0
1433 "m" 0 1 8.96 0 "s" 0 0 0 0
1434 "m" 0 1 8.96 0 "s" 0 0 0 0
1435 "m" 0 0 0.23 0 "s" 1 0 0 0
1436 "m" 0 0 0.23 0 "s" 1 0 0 0
1437 "m" 0 0 0.6 0 "s" 1 0 0 0
1438 "m" 0 0 0.6 0 "s" 1 0 0 0
1439 "m" 0 0 0.27 0 "s" 1 0 0 0
1440 "m" 0 0 0.99 0 "s" 1 0 0 0
1441 "m" 0 0 0.99 0 "s" 1 0 0 0
1442 "m" 0 0 0.84 0 "s" 1 0 0 0
1443 "m" 0 0 0.58 0 "s" 1 0 0 0
1444 "m" 0 0 0.58 0 "s" 1 0 0 0
1445 "m" 0 0 0.58 0 "s" 1 0 0 0
1446 "m" 0 0 1.46 0 "s" 1 0 0 1
1447 "m" 0 0 1.46 0 "s" 1 0 0 1
1448 "m" 0 0 11.41 0 "s" 1 0 0 1
1449 "m" 0 0 2.24 0 "s" 1 0 0 0
1450 "m" 0 0 2.84 0 "s" 1 0 0 0
1451 "m" 0 0 3.85 0 "s" 1 0 0 0
1452 "m" 0 0 0.74 0 "s" 1 0 0 0
1453 "m" 0 0 7.57 3.07 "s" 0 1 0 0
1454 "m" 0 0 8.78 3.07 "s" 0 1 0 0
