"id" "sex" "dead" "cens" "xli" "xti" "loc" "potEm" "im" "unsex" "outMigr"
1930 "f" 0 0 13.36 3.75 "s" 0 0 0 0
1931 "f" 0 0 4.91 0 "s" 0 0 0 0
1932 "f" 0 0 5.11 0 "s" 0 0 0 0
1933 "f" 0 0 11.46 6.75 "s" 0 0 0 0
1934 "f" 0 0 5.11 0 "s" 0 0 0 0
1935 "f" 0 0 3.41 0 "s" 0 0 0 0
1936 "f" 0 0 2.92 0 "s" 0 0 0 0
1937 "f" 0 0 1.26 0 "s" 0 0 0 0
1938 "f" 0 0 0.17 0 "s" 0 0 0 0
1939 "f" 0 0 0.47 0 "s" 0 0 0 0
1940 "f" 0 0 0.15 0 "s" 0 0 0 0
1941 "f" 0 0 7.21 0 "s" 0 0 0 0
1942 "f" 0 0 4.72 0 "s" 0 0 0 0
1943 "f" 0 0 0.97 0 "s" 0 0 0 0
1944 "f" 0 1 12.54 0 "s" 0 0 0 0
1945 "f" 0 0 4.64 0 "s" 0 0 0 0
1946 "f" 0 0 10.71 0 "s" 0 0 0 0
1947 "f" 0 0 6.29 0 "s" 0 0 0 0
1948 "f" 0 1 11.88 0 "s" 0 0 0 0
1949 "f" 0 0 0.54 0 "s" 0 0 0 0
1950 "f" 0 0 1.45 0 "s" 0 0 0 0
1951 "f" 0 0 0.34 0 "s" 0 0 0 0
1952 "f" 0 0 5.44 0 "s" 0 0 0 0
1953 "f" 0 0 4.73 0 "s" 0 0 0 0
1954 "f" 0 0 4.75 0 "s" 0 0 0 0
1955 "f" 0 1 6.43 0 "s" 0 0 0 0
1956 "f" 0 0 1.12 0 "s" 0 0 0 0
1957 "f" 0 0 3.01 0 "s" 0 0 0 0
1958 "f" 0 1 5.85 0 "s" 0 0 0 0
1959 "f" 0 1 5.85 0 "s" 0 0 0 0
1960 "f" 0 1 5.85 0 "s" 0 0 0 0
1961 "f" 0 0 1.7 0 "s" 0 0 0 0
1962 "f" 0 0 0.73 0 "s" 0 0 0 0
1963 "f" 0 1 1.91 0 "s" 0 0 0 0
1964 "f" 0 0 1.16 0 "s" 0 0 0 0
1965 "f" 0 1 1.91 0 "s" 0 0 0 0
1966 "f" 0 0 0.32 0 "s" 0 0 0 0
1967 "f" 0 0 0.25 0 "s" 0 0 0 0
1968 "f" 0 0 0.25 0 "s" 0 0 0 0
1969 "f" 0 0 14.89 0 "s" 0 0 0 0
1970 "f" 0 0 2.91 0 "s" 0 0 0 0
1971 "f" 0 0 0.32 0 "s" 0 0 0 0
1972 "f" 0 0 2.78 0 "s" 0 0 0 0
1973 "f" 0 0 7.03 0 "s" 0 0 0 0
1974 "f" 0 0 7.88 0 "s" 0 0 0 0
1975 "f" 0 0 0.79 0 "s" 0 0 0 0
1976 "f" 0 0 1.14 0 "s" 0 0 0 0
1977 "f" 0 0 2.33 0 "s" 0 0 0 0
1978 "f" 0 0 0.89 0 "s" 0 0 0 0
1979 "f" 0 0 2.08 0 "s" 0 0 0 0
1980 "f" 0 0 0.54 0 "s" 0 0 0 0
1981 "f" 0 0 0.3 0 "s" 0 0 0 0
1982 "f" 0 0 1.33 0 "s" 0 0 0 0
1983 "f" 0 0 0.13 0 "s" 0 0 0 0
1984 "f" 0 0 10.49 0 "s" 0 0 0 0
1985 "f" 0 0 8.24 0 "s" 0 0 0 0
1986 "f" 0 0 0.18 0 "s" 0 0 0 0
1987 "f" 0 0 0.49 0 "s" 0 0 0 0
1988 "f" 0 0 0.28 0 "s" 0 0 0 0
1989 "f" 0 0 0.28 0 "s" 0 0 0 0
1990 "f" 0 0 12.26 0 "s" 0 0 0 0
1991 "f" 0 0 0.49 0 "s" 0 0 0 0
1992 "f" 0 0 2.12 0 "s" 0 0 0 0
1993 "f" 0 0 0.76 0 "s" 0 0 0 0
1994 "f" 0 0 9.19 0 "s" 0 0 0 0
1995 "f" 0 0 14.13 0 "s" 0 0 0 0
1996 "f" 0 0 12.46 0 "s" 0 0 0 0
1997 "f" 0 0 5.18 0 "s" 0 0 0 0
1998 "f" 0 0 5.13 0 "s" 0 0 0 0
1999 "f" 0 0 14.65 0 "s" 0 0 0 0
2000 "f" 0 0 1.82 0 "s" 0 0 0 0
2001 "f" 0 0 1.82 0 "s" 0 0 0 0
2002 "f" 0 0 2.35 0 "s" 0 0 0 0
2003 "f" 0 0 8.21 0 "s" 0 0 0 0
2004 "f" 0 0 0.33 0 "s" 0 0 0 0
2005 "f" 0 0 0.13 0 "s" 0 0 0 0
2006 "f" 0 0 0.13 0 "s" 0 0 0 0
2007 "f" 0 0 1.57 0 "s" 0 0 0 0
2008 "f" 0 0 8.58 0 "s" 0 0 0 0
2009 "f" 0 0 2.47 0 "s" 0 0 0 0
2010 "f" 0 0 0.89 0 "s" 0 0 0 0
2011 "f" 0 0 2.3 0 "s" 0 0 0 0
2012 "f" 0 0 7.28 0 "s" 0 0 0 0
2013 "f" 0 0 0.61 0 "s" 0 0 0 0
2014 "f" 0 1 6.02 0 "s" 0 0 0 0
2015 "f" 0 0 1.63 0 "s" 0 0 0 0
2016 "f" 0 0 2.14 0 "s" 0 0 0 0
2017 "f" 0 0 2.14 0 "s" 0 0 0 0
2018 "f" 0 0 1.59 0 "s" 0 0 0 0
2019 "f" 0 0 2.58 0 "s" 0 0 0 0
2020 "f" 0 0 1.19 0 "s" 0 0 0 0
2021 "f" 0 0 2.47 0 "s" 0 0 0 0
2022 "f" 0 0 3.69 0 "s" 0 0 0 0
2023 "f" 0 0 1.16 0 "s" 0 0 0 0
2024 "f" 0 0 1.16 0 "s" 0 0 0 0
2025 "f" 0 0 7.92 0 "s" 0 0 0 0
2026 "f" 0 0 5.07 0 "s" 0 0 0 0
2027 "f" 0 0 6.3 0 "s" 0 0 0 0
2028 "f" 0 0 0.56 0 "s" 0 0 0 0
2029 "f" 0 0 6.63 0 "s" 0 0 0 0
2030 "f" 0 0 7.53 0 "s" 0 0 0 0
2031 "f" 0 0 2.8 0 "s" 0 0 0 0
2032 "f" 0 0 0.95 0 "s" 0 0 0 0
2033 "f" 0 0 5.79 0 "s" 0 0 0 0
2034 "f" 0 0 1 0 "s" 0 0 0 0
2035 "f" 0 0 1.17 0 "s" 0 0 0 0
2036 "f" 0 0 0.74 0 "s" 0 0 0 0
2037 "f" 0 0 0.74 0 "s" 0 0 0 0
2038 "f" 0 0 12.16 0 "s" 0 0 0 0
2039 "f" 0 0 10.35 0 "s" 0 0 0 0
2040 "f" 0 0 3.19 0 "s" 0 0 0 0
2041 "f" 0 0 2.33 0 "s" 0 0 0 0
2042 "f" 0 0 1.82 0 "s" 0 0 0 0
2043 "f" 0 0 0.18 0 "s" 0 0 0 0
2044 "f" 0 0 0.57 0 "s" 0 0 0 0
2045 "f" 0 0 2.25 0 "s" 0 0 0 0
2046 "f" 0 0 0.31 0 "s" 0 0 0 0
2047 "f" 0 0 5.56 0 "s" 0 0 0 0
2048 "f" 0 0 2.21 0 "s" 0 0 0 0
2049 "f" 0 0 1.75 0 "s" 0 0 0 0
2050 "f" 0 0 0.51 0 "s" 0 0 0 0
2051 "f" 0 0 0.61 0 "s" 0 0 0 0
2052 "f" 0 0 13.56 0 "s" 0 0 0 0
2053 "f" 0 0 2.58 0 "s" 0 0 0 0
2054 "f" 0 0 0.6 0 "s" 0 0 0 0
2055 "f" 0 0 12.48 0 "s" 0 0 0 0
2056 "f" 0 0 17.56 0 "s" 0 0 0 0
2057 "f" 0 0 5.05 0 "s" 0 0 0 0
2058 "f" 0 0 10.43 0 "s" 0 0 0 0
2059 "f" 0 0 7.59 0 "s" 0 0 0 0
2060 "f" 0 0 7.35 0 "s" 0 0 0 0
2061 "f" 0 0 0.18 0 "s" 0 0 0 0
2062 "f" 0 0 1.59 0 "s" 0 0 0 0
2063 "f" 0 0 11.19 0 "s" 0 0 0 0
2064 "f" 0 0 12.93 0 "s" 0 0 0 0
2065 "f" 0 0 0.92 0 "s" 0 0 0 0
2066 "f" 0 0 0.61 0 "s" 0 0 0 0
2067 "f" 0 0 0.61 0 "s" 0 0 0 0
2068 "f" 0 0 0.47 0 "s" 0 0 0 0
2069 "f" 0 1 14.35 0 "s" 0 0 0 0
2070 "f" 0 0 0.47 0 "s" 0 0 0 0
2071 "f" 0 0 13.49 0 "s" 0 0 0 0
2072 "f" 0 1 4.08 0 "s" 0 0 0 0
2073 "f" 0 0 0.27 0 "s" 0 0 0 0
2074 "f" 0 0 0.27 0 "s" 0 0 0 0
2075 "f" 0 0 0.31 0 "s" 0 0 0 0
2076 "f" 0 1 1.54 0 "s" 0 0 0 0
2077 "f" 0 1 1.46 0 "s" 0 0 0 0
2078 "f" 0 1 1.46 0 "s" 0 0 0 0
2079 "f" 0 1 0.16 0 "s" 0 0 0 0
2080 "f" 0 0 0.39 0 "s" 0 0 0 0
2081 "f" 0 0 0.38 0 "s" 0 0 0 0
2082 "f" 0 0 11.75 0 "s" 0 0 0 0
2083 "f" 0 0 0.26 0 "s" 0 0 0 0
2084 "f" 0 0 0.43 0 "s" 0 0 0 0
2085 "f" 0 0 10.97 0 "s" 0 0 0 0
2086 "f" 0 1 12.33 0 "s" 0 0 0 0
2087 "f" 0 0 6.63 0 "s" 0 0 0 0
2088 "f" 0 0 4.99 0 "s" 0 0 0 0
2089 "f" 0 1 12.33 0 "s" 0 0 0 0
2090 "f" 0 0 0.11 0 "s" 0 0 0 0
2091 "f" 0 0 1.6 0 "s" 0 0 0 0
2092 "f" 0 0 0.91 0 "s" 0 0 0 0
2093 "f" 0 0 1.44 0 "s" 0 0 0 0
2094 "f" 0 0 0.15 0 "s" 0 0 0 0
2095 "f" 0 0 0.16 0 "s" 0 0 0 0
2096 "f" 0 0 0.14 0 "s" 0 0 0 0
2097 "f" 0 0 0.14 0 "s" 0 0 0 0
2098 "f" 0 0 0.37 0 "s" 0 0 0 0
2099 "f" 0 0 5.91 0 "s" 0 0 0 0
2100 "f" 0 0 3.46 0 "s" 0 0 0 0
2101 "f" 0 0 5.91 0 "s" 0 0 0 0
2102 "f" 0 0 1 0 "s" 0 0 0 0
2103 "f" 0 0 0.49 0 "s" 0 0 0 0
2104 "f" 0 0 0.42 0 "s" 0 0 0 0
2105 "f" 0 0 0.42 0 "s" 0 0 0 0
2106 "f" 0 0 0.38 0 "s" 0 0 0 0
2107 "f" 0 0 0.2 0 "s" 0 0 0 0
2108 "f" 0 0 0.2 0 "s" 0 0 0 0
2109 "f" 0 0 0.15 0 "s" 0 0 0 0
2110 "f" 0 0 0.15 0 "s" 0 0 0 0
2111 "f" 0 0 0.26 0 "s" 0 0 0 0
2112 "f" 0 0 0.26 0 "s" 0 0 0 0
2113 "f" 0 0 0.22 0 "s" 0 0 0 0
2114 "f" 0 0 0.22 0 "s" 0 0 0 0
2115 "f" 0 0 0.22 0 "s" 0 0 0 0
2116 "f" 0 0 0.26 0 "s" 0 0 0 0
2117 "f" 0 1 5.13 0 "s" 0 0 0 0
2118 "f" 0 0 0.71 0 "s" 0 0 0 0
2119 "f" 0 0 1.81 0 "s" 0 0 0 0
2120 "f" 0 1 4.5 0 "s" 0 0 0 0
2121 "f" 0 0 0.41 0 "s" 0 0 0 0
2122 "f" 0 1 4.42 0 "s" 0 0 0 0
2123 "f" 0 1 4.42 0 "s" 0 0 0 0
2124 "f" 0 0 12.69 9.75 "s" 0 0 0 0
2125 "f" 0 0 0.79 0 "s" 0 0 0 0
2126 "f" 0 1 10.08 0 "s" 0 0 0 0
2127 "f" 0 0 0.79 0 "s" 0 0 0 0
2128 "f" 0 0 1.48 0 "s" 0 0 0 0
2129 "f" 0 1 9.3 0 "s" 0 0 0 0
2130 "f" 0 0 0.3 0 "s" 0 0 0 0
2131 "f" 0 0 0.3 0 "s" 0 0 0 0
2132 "f" 0 0 0.4 0 "s" 0 0 0 0
2133 "f" 0 0 0.4 0 "s" 0 0 0 0
2134 "f" 0 0 0.4 0 "s" 0 0 0 0
2135 "f" 0 0 0.48 0 "s" 0 0 0 0
2136 "f" 0 0 0.42 0 "s" 0 0 0 0
2137 "f" 0 0 0.42 0 "s" 0 0 0 0
2138 "f" 0 0 0.42 0 "s" 0 0 0 0
2139 "f" 0 0 0.42 0 "s" 0 0 0 0
2140 "f" 0 0 0.41 0 "s" 0 0 0 0
2141 "f" 0 0 1.03 0 "s" 0 0 0 0
2142 "f" 0 0 0.81 0 "s" 0 0 0 0
2143 "f" 0 0 0.36 0 "s" 0 0 0 0
2144 "f" 0 0 0.31 0 "s" 0 0 0 0
2145 "f" 0 0 0.71 0 "s" 0 0 0 0
2146 "f" 0 0 0.71 0 "s" 0 0 0 0
2147 "f" 0 0 0.26 0 "s" 0 0 0 0
2148 "f" 0 0 1.36 0 "s" 0 0 0 0
2149 "f" 0 0 0.26 0 "s" 0 0 0 0
2150 "f" 0 0 1.23 0 "s" 0 0 0 0
2151 "f" 0 0 0.25 0 "s" 0 0 0 0
2152 "f" 0 0 0.61 0 "s" 0 0 0 0
2153 "f" 0 0 4.97 3.75 "s" 0 0 0 0
2154 "f" 0 0 11.63 6.75 "s" 0 0 0 0
2155 "f" 0 0 8.46 3.75 "s" 0 0 0 0
2156 "f" 0 0 5.98 4.75 "s" 0 0 0 0
2157 "f" 0 0 5.05 3.75 "s" 0 0 0 0
2158 "f" 0 0 3.82 1.96 "s" 0 0 0 0
2159 "f" 0 0 12.21 6.75 "s" 0 0 0 0
2160 "f" 0 0 0.3 0 "s" 0 0 0 0
2161 "f" 0 0 0.57 0 "s" 0 0 0 0
2162 "f" 0 0 0.22 0 "s" 0 0 0 0
2163 "f" 0 0 0.16 0 "s" 0 0 0 0
2164 "f" 0 0 0.1 0 "s" 0 0 0 0
2165 "f" 0 0 0.4 0 "s" 0 0 0 0
2166 "f" 0 0 0.34 0 "s" 0 0 0 0
2167 "f" 0 0 8.26 0 "s" 0 0 0 0
2168 "f" 0 0 0.52 0 "s" 0 0 0 0
2169 "f" 0 0 0.4 0 "s" 0 0 0 0
2170 "f" 0 0 0.8 0 "s" 0 0 0 0
2171 "f" 0 0 0.13 0 "s" 0 0 0 0
2172 "f" 0 0 0.72 0 "s" 0 0 0 0
2173 "f" 0 0 0.72 0 "s" 0 0 0 0
2174 "f" 0 0 14.24 0 "s" 0 0 0 0
2175 "f" 0 0 14.66 2.29 "s" 0 0 0 0
2176 "f" 0 0 15.52 0 "s" 0 0 0 0
2177 "f" 0 0 0.16 0 "s" 0 0 0 0
2178 "f" 0 0 0.4 0 "s" 0 0 0 0
2179 "f" 0 0 0.16 0 "s" 0 0 0 0
2180 "f" 0 0 15.14 0 "s" 0 0 0 0
2181 "f" 0 0 14.78 0 "s" 0 0 0 0
2182 "f" 0 0 6.61 3.75 "s" 0 0 0 0
2183 "f" 0 0 13.4 2.29 "s" 0 0 0 0
2184 "f" 0 0 16.92 3.75 "s" 0 0 0 0
2185 "f" 0 0 0.44 0 "s" 0 0 0 0
2186 "f" 0 0 0.16 0 "s" 0 0 0 0
2187 "f" 0 1 0.35 0 "s" 0 0 0 0
2188 "f" 0 0 13.05 0 "s" 0 0 0 0
2189 "f" 0 0 3.94 0 "s" 0 0 0 0
2190 "f" 0 0 0.21 0 "s" 0 0 0 0
2191 "f" 0 0 0.57 0 "s" 0 0 0 0
2192 "f" 0 0 0.32 0 "s" 0 0 0 0
2193 "f" 0 0 0.32 0 "s" 0 0 0 0
2194 "f" 0 0 0.25 0 "s" 0 0 0 0
2195 "f" 0 0 0.25 0 "s" 0 0 0 0
2196 "f" 0 0 0.25 0 "s" 0 0 0 0
2197 "f" 0 0 0.37 0 "s" 0 0 0 0
2198 "f" 0 0 10.73 0 "s" 0 0 0 0
2199 "f" 0 0 0.38 0 "s" 0 0 0 0
2200 "f" 0 0 0.37 0 "s" 0 0 0 0
2201 "f" 0 0 1.94 0 "s" 0 0 0 0
2202 "f" 0 0 3.53 0 "s" 0 0 0 0
2203 "f" 0 0 3.79 0 "s" 0 0 0 0
2204 "f" 0 0 0.14 0 "s" 0 0 0 0
2205 "f" 0 0 0.14 0 "s" 0 0 0 0
2206 "f" 0 0 2.41 0 "s" 0 0 0 0
2207 "f" 0 0 1.47 0 "s" 0 0 0 0
2208 "f" 0 0 0.56 0 "s" 0 0 0 0
2209 "f" 0 0 6.27 0 "s" 0 0 0 0
2210 "f" 0 0 0.27 0 "s" 0 0 0 0
2211 "f" 0 0 9.4 0 "s" 0 0 0 0
2212 "f" 0 0 0.19 0 "s" 0 0 0 0
2213 "f" 0 0 3.59 0 "s" 0 0 0 0
2214 "f" 0 0 0.64 0 "s" 0 0 0 0
2215 "f" 0 0 0.43 0 "s" 0 0 0 0
2216 "f" 0 0 0.43 0 "s" 0 0 0 0
2217 "f" 0 0 0.43 0 "s" 0 0 0 0
2218 "f" 0 0 0.35 0 "s" 0 0 0 0
2219 "f" 0 0 0.35 0 "s" 0 0 0 0
2220 "f" 0 0 0.18 0 "s" 0 0 0 0
2221 "f" 0 0 0.18 0 "s" 0 0 0 0
2222 "f" 0 0 0.32 0 "s" 0 0 0 0
2223 "f" 0 0 0.32 0 "s" 0 0 0 0
2224 "f" 0 1 10.46 0 "s" 0 0 0 0
2225 "f" 0 0 3.86 0 "s" 0 0 0 0
2226 "f" 0 1 8.24 0 "s" 0 0 0 0
2227 "f" 0 0 0.29 0 "s" 0 0 0 0
2228 "f" 0 0 2.88 0 "s" 0 0 0 0
2229 "f" 0 0 0.85 0 "s" 0 0 0 0
2230 "f" 0 0 0.51 0 "s" 0 0 0 0
2231 "f" 0 0 0.85 0 "s" 0 0 0 0
2232 "f" 0 0 0.23 0 "s" 0 0 0 0
2233 "f" 0 0 0.16 0 "s" 0 0 0 0
2234 "f" 0 0 0.11 0 "s" 0 0 0 0
2235 "f" 0 1 2.1 0 "s" 0 0 0 0
2236 "f" 0 0 0.82 0 "s" 0 0 0 0
2237 "f" 0 0 2.02 0 "s" 0 0 0 0
2238 "f" 0 0 0.51 0 "s" 0 0 0 0
2239 "f" 0 0 0.51 0 "s" 0 0 0 0
2240 "f" 0 0 0.54 0 "s" 0 0 0 0
2241 "f" 0 1 0.13 0 "s" 0 0 0 0
2242 "f" 0 1 0.13 0 "s" 0 0 0 0
2243 "f" 0 0 0.14 0 "s" 0 0 0 0
2244 "f" 0 0 0.14 0 "s" 0 0 0 0
2245 "f" 0 0 0.27 0 "s" 0 0 0 0
2246 "f" 0 0 0.21 0 "s" 0 0 0 0
2247 "f" 0 0 0.31 0 "s" 0 0 0 0
2248 "f" 0 0 1.23 0 "s" 0 0 0 0
2249 "f" 0 0 10.85 0 "s" 0 0 0 0
2250 "f" 0 0 5.43 0 "s" 0 0 0 0
2251 "f" 0 0 0.21 0 "s" 0 0 0 0
2252 "f" 0 0 0.21 0 "s" 0 0 0 0
2253 "f" 0 0 0.4 0 "s" 0 0 0 0
2254 "f" 0 0 11.59 0 "s" 0 0 0 0
2255 "f" 0 0 1.49 0 "s" 0 0 0 0
2256 "f" 0 0 12.21 0 "s" 0 0 0 0
2257 "f" 0 0 7.31 0 "s" 0 0 0 0
2258 "f" 0 0 8.4 0 "s" 0 0 0 0
2259 "f" 0 0 0.36 0 "s" 0 0 0 0
2260 "f" 0 0 0.47 0 "s" 0 0 0 0
2261 "f" 0 0 0.99 0 "s" 0 0 0 0
2262 "f" 0 1 8.54 0 "s" 0 0 0 0
2263 "f" 0 0 2.05 0 "s" 0 0 0 0
2264 "f" 0 0 3.06 0 "s" 0 0 0 0
2265 "f" 0 1 8.54 0 "s" 0 0 0 0
2266 "f" 0 0 3.38 0 "s" 0 0 0 0
2267 "f" 0 1 8.54 0 "s" 0 0 0 0
2268 "f" 0 0 2.12 0 "s" 0 0 0 0
2269 "f" 0 0 0.2 0 "s" 0 0 0 0
2270 "f" 0 0 0.29 0 "s" 0 0 0 0
2271 "f" 0 0 0.29 0 "s" 0 0 0 0
2272 "f" 0 1 5.02 0 "s" 0 0 0 0
2273 "f" 0 1 4.42 0 "s" 0 0 0 0
2274 "f" 0 0 0.97 0 "s" 0 0 0 0
2275 "f" 0 0 1.4 0 "s" 0 0 0 0
2276 "f" 0 0 1.4 0 "s" 0 0 0 0
2277 "f" 0 0 0.97 0 "s" 0 0 0 0
2278 "f" 0 0 0.39 0 "s" 0 0 0 0
2279 "f" 0 0 0.39 0 "s" 0 0 0 0
2280 "f" 0 0 10.08 0 "s" 0 0 0 0
2281 "f" 0 0 11.18 0 "s" 0 0 0 0
2282 "f" 0 0 1.5 0 "s" 0 0 0 0
2283 "f" 0 0 1.45 0 "s" 0 0 0 0
2284 "f" 0 0 16.12 0 "s" 0 0 0 0
2285 "f" 0 0 0.33 0 "s" 0 0 0 0
2286 "f" 0 0 0.33 0 "s" 0 0 0 0
2287 "f" 0 0 12.67 0 "s" 0 0 0 0
2288 "f" 0 0 0.73 0 "s" 0 0 0 0
2289 "f" 0 0 0.49 0 "s" 0 0 0 0
2290 "f" 0 0 14.26 0 "s" 0 0 0 0
2291 "f" 0 0 12.88 0 "s" 0 0 0 0
2292 "f" 0 0 0.39 0 "s" 0 0 0 0
2293 "f" 0 0 12.47 0 "s" 0 0 0 0
2294 "f" 0 0 12.2 0 "s" 0 0 0 0
2295 "f" 0 0 1.22 0 "s" 0 0 0 0
2296 "f" 0 0 0.71 0 "s" 0 0 0 0
2297 "f" 0 0 0.94 0 "s" 0 0 0 0
2298 "f" 0 0 0.67 0 "s" 0 0 0 0
2299 "f" 0 1 9.58 0 "s" 0 0 0 0
2300 "f" 0 0 3.26 0 "s" 0 0 0 0
2301 "f" 0 0 4.64 0 "s" 0 0 0 0
2302 "f" 0 0 3.62 0 "s" 0 0 0 0
2303 "f" 0 1 9.3 0 "s" 0 0 0 0
2304 "f" 0 1 9.3 0 "s" 0 0 0 0
2305 "f" 0 0 4.21 0 "s" 0 0 0 0
2306 "f" 0 0 2.13 0 "s" 0 0 0 0
2307 "f" 0 0 6.82 0 "s" 0 0 0 0
2308 "f" 0 0 1.96 0 "s" 0 0 0 0
2309 "f" 0 0 1.96 0 "s" 0 0 0 0
2310 "f" 0 0 6.24 0 "s" 0 0 0 0
2311 "f" 0 0 6.24 0 "s" 0 0 0 0
2312 "f" 0 0 0.68 0 "s" 0 0 0 0
2313 "f" 0 1 6.38 0 "s" 0 0 0 0
2314 "f" 0 0 1.54 0 "s" 0 0 0 0
2315 "f" 0 0 1.17 0 "s" 0 0 0 0
2316 "f" 0 0 1.31 0 "s" 0 0 0 0
2317 "f" 0 0 1.38 0 "s" 0 0 0 0
2318 "f" 0 0 1.62 0 "s" 0 0 0 0
2319 "f" 0 0 1.38 0 "s" 0 0 0 0
2320 "f" 0 0 0.9 0 "s" 0 0 0 0
2321 "f" 0 0 0.99 0 "s" 0 0 0 0
2322 "f" 0 0 2.76 0 "s" 0 0 0 0
2323 "f" 0 1 2.88 0 "s" 0 0 0 0
2324 "f" 0 1 0.38 0 "s" 0 0 0 0
2325 "f" 0 1 0.38 0 "s" 0 0 0 0
2326 "f" 0 1 0.38 0 "s" 0 0 0 0
2327 "f" 0 1 0.38 0 "s" 0 0 0 0
2328 "f" 0 1 0.38 0 "s" 0 0 0 0
2329 "f" 0 0 5.07 0 "s" 0 0 0 0
2330 "f" 0 0 10.76 0 "s" 0 0 0 0
2331 "f" 0 0 10.78 0 "s" 0 0 0 0
2332 "f" 0 0 1.35 0 "s" 0 0 0 0
2333 "f" 0 0 0.53 0 "s" 0 0 0 0
2334 "f" 0 0 8.57 0 "s" 0 0 0 0
2335 "f" 0 0 0.34 0 "s" 0 0 0 0
2336 "f" 0 0 0.34 0 "s" 0 0 0 0
2337 "f" 0 0 0.34 0 "s" 0 0 0 0
2338 "f" 0 0 1.2 0 "s" 0 0 0 0
2339 "f" 0 0 0.66 0 "s" 0 0 0 0
2340 "f" 0 0 0.41 0 "s" 0 0 0 0
2341 "f" 0 0 0.24 0 "s" 0 0 0 0
2342 "f" 0 0 4.52 0 "s" 0 0 0 0
2343 "f" 0 0 11.02 0 "s" 0 0 0 0
2344 "f" 0 0 4.43 0 "s" 0 0 0 0
2345 "f" 0 0 0.9 0 "s" 0 0 0 0
2346 "f" 0 0 0.9 0 "s" 0 0 0 0
2347 "f" 0 0 1.83 0 "s" 0 0 0 0
2348 "f" 0 0 0.66 0 "s" 0 0 0 0
2349 "f" 0 0 1.83 0 "s" 0 0 0 0
2350 "f" 0 0 1.91 0 "s" 0 0 0 0
2351 "f" 0 0 0.13 0 "s" 0 0 0 0
2352 "f" 0 0 0.13 0 "s" 0 0 0 0
2353 "f" 0 0 0.13 0 "s" 0 0 0 0
2354 "f" 0 0 11.86 0 "s" 0 0 0 0
2355 "f" 0 0 0.77 0 "s" 0 0 0 0
2356 "f" 0 0 10.61 0 "s" 0 0 0 0
2357 "f" 0 0 16.02 5.54 "s" 0 0 0 0
2358 "f" 0 0 16.25 3.54 "s" 0 0 0 0
2359 "f" 0 0 0.38 0 "s" 0 0 0 0
2360 "f" 0 0 0.21 0 "s" 0 0 0 0
2361 "f" 0 0 0.21 0 "s" 0 0 0 0
2362 "f" 0 0 0.21 0 "s" 0 0 0 0
2363 "f" 0 0 6.6 0 "s" 0 0 0 0
2364 "f" 0 0 14.72 0 "s" 0 0 0 0
2365 "f" 0 0 11.34 0 "s" 0 0 0 0
2366 "f" 0 0 0.89 0 "s" 0 0 0 0
2367 "f" 0 0 13.95 0 "s" 0 0 0 0
2368 "f" 0 0 12.26 0 "s" 0 0 0 0
2369 "f" 0 0 0.1 0 "s" 0 0 0 0
2370 "f" 0 0 9.96 0 "s" 0 0 0 0
2371 "f" 0 0 0.38 0 "s" 0 0 0 0
2372 "f" 0 0 0.38 0 "s" 0 0 0 0
2373 "f" 0 0 15.73 0 "s" 0 0 0 0
2374 "f" 0 0 11.99 0 "s" 0 0 0 0
2375 "f" 0 0 1.76 0 "s" 0 0 0 0
2376 "f" 0 0 14.93 0 "s" 0 0 0 0
2377 "f" 0 0 0.75 0 "s" 0 0 0 0
2378 "f" 0 0 0.69 0 "s" 0 0 0 0
2379 "f" 0 0 1.11 0 "s" 0 0 0 0
2380 "f" 0 0 19.75 0 "s" 0 0 0 0
2381 "f" 0 0 10.86 4.75 "s" 0 0 0 0
2382 "f" 0 0 13.69 10.75 "s" 0 0 0 0
2383 "f" 0 0 8.03 2.75 "s" 0 0 0 0
2384 "f" 0 0 8.68 4.75 "s" 0 0 0 0
2385 "f" 0 0 8.52 4.75 "s" 0 0 0 0
2386 "f" 0 0 1.33 0 "s" 0 0 0 0
2387 "f" 0 0 0.38 0 "s" 0 0 0 0
2388 "f" 0 0 0.38 0 "s" 0 0 0 0
2389 "f" 0 0 0.3 0 "s" 0 0 0 0
2390 "f" 0 0 0.32 0 "s" 0 0 0 0
2391 "f" 0 0 0.32 0 "s" 0 0 0 0
2392 "f" 0 0 0.32 0 "s" 0 0 0 0
2393 "f" 0 0 0.24 0 "s" 0 0 0 0
2394 "f" 0 0 0.99 0 "s" 0 0 0 0
2395 "f" 0 0 0.61 0 "s" 0 0 0 0
2396 "f" 0 0 0.73 0 "s" 0 0 0 0
2397 "f" 0 0 0.61 0 "s" 0 0 0 0
2398 "f" 0 0 1.28 0 "s" 0 0 0 0
2399 "f" 0 0 1.28 0 "s" 0 0 0 0
2400 "f" 0 0 0.26 0 "s" 0 0 0 0
2401 "f" 0 0 0.26 0 "s" 0 0 0 0
2402 "f" 0 0 0.26 0 "s" 0 0 0 0
2403 "f" 0 0 0.13 0 "s" 0 0 0 0
2404 "f" 0 0 1.16 0 "s" 0 0 0 0
2405 "f" 0 0 0.09 0 "s" 0 0 0 0
2406 "f" 0 0 0.09 0 "s" 0 0 0 0
2407 "f" 0 0 1.16 0 "s" 0 0 0 0
2408 "f" 0 0 1.46 0 "s" 0 0 0 0
